Geography,Labour Force Ac,Total - Age groups,  15-19 years,  20-24 years,  25-44 years,    25-29 years,    30-34 years,    35-44 years,  45-64 years,    45-54 years,    55-64 years,  65 years and over
24074,    Unemployed,4425.0,305.0,610.0,2220.0,485.0,570.0,1165.0,1210.0,915.0,290.0,85.0
24074,  Not in the labour force,29860.0,2660.0,1755.0,6125.0,1415.0,1595.0,3115.0,7880.0,2950.0,4930.0,11440.0
24074,Participation rate,60.7,38.4,74.3,80.2,80.9,79.1,80.5,63.8,77.1,44.6,5.9
24074,Employment rate,54.9,31.3,65.3,73.1,74.3,71.5,73.2,58.2,70.0,41.3,5.2
24074,Unemployment rate,9.6,18.4,12.0,8.9,8.1,9.5,9.1,8.7,9.2,7.3,11.9
24075,Total - Labour force activity,81605.0,4745.0,10745.0,31225.0,9650.0,8235.0,13330.0,22155.0,12680.0,9480.0,12735.0
24075,  In the labour force,51410.0,1375.0,6515.0,24760.0,7270.0,6610.0,10880.0,16340.0,10280.0,6060.0,2410.0
24075,    Employed,46530.0,1070.0,5555.0,22270.0,6600.0,5890.0,9770.0,15305.0,9605.0,5695.0,2340.0
24075,    Unemployed,4875.0,305.0,960.0,2495.0,670.0,720.0,1110.0,1040.0,675.0,365.0,70.0
24075,  Not in the labour force,30200.0,3370.0,4230.0,6460.0,2380.0,1625.0,2450.0,5815.0,2395.0,3425.0,10325.0
24075,Participation rate,63.0,29.0,60.6,79.3,75.3,80.3,81.6,73.8,81.1,63.9,18.9
24075,Employment rate,57.0,22.6,51.7,71.3,68.4,71.5,73.3,69.1,75.7,60.1,18.4
24075,Unemployment rate,9.5,22.2,14.7,10.1,9.2,10.9,10.2,6.4,6.6,6.0,2.9
35,Total - Labour force activity,9048040.0,765880.0,713800.0,3499950.0,725485.0,824620.0,1949845.0,2684700.0,1626720.0,1057985.0,1383705.0
35,  In the labour force,6086820.0,403745.0,578435.0,3025135.0,625020.0,710075.0,1690040.0,1951220.0,1360075.0,591140.0,128290.0
35,    Employed,5713895.0,348780.0,506220.0,2862620.0,583130.0,669080.0,1610415.0,1873325.0,1306945.0,566385.0,122955.0
35,    Unemployed,372915.0,54970.0,72215.0,162515.0,41885.0,41000.0,79625.0,77890.0,53135.0,24750.0,5330.0
35,  Not in the labour force,2961220.0,362130.0,135365.0,474820.0,100465.0,114545.0,259805.0,733490.0,266645.0,466845.0,1255420.0
35,Participation rate,67.3,52.7,81.0,86.4,86.2,86.1,86.7,72.7,83.6,55.9,9.3
35,Employment rate,63.2,45.5,70.9,81.8,80.4,81.1,82.6,69.8,80.3,53.5,8.9
35,Unemployment rate,6.1,13.6,12.5,5.4,6.7,5.8,4.7,4.0,3.9,4.2,4.2
35001,Total - Labour force activity,58815.0,5390.0,3315.0,19185.0,3200.0,4090.0,11895.0,20105.0,11145.0,8960.0,10815.0
35001,  In the labour force,33425.0,2270.0,2660.0,15695.0,2585.0,3415.0,9690.0,12005.0,8340.0,3665.0,795.0
35001,    Employed,29525.0,1805.0,1995.0,13970.0,2225.0,3015.0,8735.0,11005.0,7690.0,3315.0,750.0
35001,    Unemployed,3900.0,465.0,665.0,1720.0,355.0,405.0,965.0,1005.0,645.0,355.0,50.0
35001,  Not in the labour force,25395.0,3125.0,660.0,3495.0,615.0,670.0,2200.0,8100.0,2805.0,5295.0,10015.0
35001,Participation rate,56.8,42.1,80.2,81.8,80.8,83.5,81.5,59.7,74.8,40.9,7.4
35001,Employment rate,50.2,33.5,60.2,72.8,69.5,73.7,73.4,54.7,69.0,37.0,6.9
35001,Unemployment rate,11.7,20.5,25.0,11.0,13.7,11.9,10.0,8.4,7.7,9.7,6.3
35002,Total - Labour force activity,117520.0,10370.0,9305.0,52055.0,10185.0,12320.0,29555.0,30660.0,19270.0,11390.0,15125.0
35002,  In the labour force,84825.0,6350.0,8180.0,46060.0,9050.0,10800.0,26210.0,22935.0,16435.0,6500.0,1305.0
35002,    Employed,80520.0,5530.0,7280.0,44430.0,8640.0,10375.0,25415.0,22035.0,15825.0,6205.0,1255.0
35002,    Unemployed,4305.0,820.0,900.0,1630.0,415.0,420.0,790.0,900.0,610.0,295.0,50.0
35002,  Not in the labour force,32695.0,4015.0,1125.0,6000.0,1130.0,1525.0,3340.0,7730.0,2835.0,4890.0,13825.0
35002,Participation rate,72.2,61.2,87.9,88.5,88.9,87.7,88.7,74.8,85.3,57.1,8.6
35002,Employment rate,68.5,53.3,78.2,85.4,84.8,84.2,86.0,71.9,82.1,54.5,8.3
35002,Unemployment rate,5.1,12.9,11.0,3.5,4.6,3.9,3.0,3.9,3.7,4.5,3.8
35003,Total - Labour force activity,92020.0,5715.0,6200.0,42095.0,8485.0,10955.0,22650.0,25330.0,16520.0,8810.0,12680.0
35003,  In the labour force,63635.0,2555.0,4760.0,36275.0,7095.0,9405.0,19770.0,19075.0,13950.0,5125.0,970.0
35003,    Employed,59610.0,2150.0,4280.0,34095.0,6620.0,8870.0,18605.0,18215.0,13305.0,4905.0,875.0
35003,    Unemployed,4025.0,410.0,480.0,2180.0,475.0,535.0,1170.0,860.0,645.0,220.0,95.0
35003,  Not in the labour force,28380.0,3160.0,1440.0,5825.0,1390.0,1545.0,2880.0,6255.0,2565.0,3685.0,11710.0
35003,Participation rate,69.2,44.7,76.8,86.2,83.6,85.9,87.3,75.3,84.4,58.2,7.6
35003,Employment rate,64.8,37.6,69.0,81.0,78.0,81.0,82.1,71.9,80.5,55.7,6.9
35003,Unemployment rate,6.3,16.0,10.1,6.0,6.7,5.7,5.9,4.5,4.6,4.3,9.8
35004,Total - Labour force activity,110090.0,9820.0,10015.0,48965.0,11150.0,12720.0,25095.0,31100.0,18165.0,12930.0,10195.0
35004,  In the labour force,80965.0,4860.0,8365.0,43175.0,9805.0,11240.0,22125.0,23415.0,15665.0,7750.0,1150.0
35004,    Employed,76600.0,4230.0,7575.0,41240.0,9275.0,10645.0,21315.0,22475.0,15095.0,7380.0,1080.0
35004,    Unemployed,4365.0,625.0,790.0,1935.0,535.0,595.0,815.0,940.0,575.0,370.0,70.0
35004,  Not in the labour force,29130.0,4965.0,1645.0,5790.0,1345.0,1480.0,2970.0,7685.0,2500.0,5180.0,9050.0
35004,Participation rate,73.5,49.5,83.5,88.2,87.9,88.4,88.2,75.3,86.2,59.9,11.3
35004,Employment rate,69.6,43.1,75.6,84.2,83.2,83.7,84.9,72.3,83.1,57.1,10.6
35004,Unemployment rate,5.4,12.9,9.4,4.5,5.5,5.3,3.7,4.0,3.7,4.8,6.1
35005,Total - Labour force activity,92715.0,9140.0,8825.0,39815.0,8630.0,9835.0,21350.0,27225.0,17385.0,9845.0,7710.0
35005,  In the labour force,70005.0,5060.0,7450.0,35415.0,7625.0,8565.0,19220.0,21345.0,15055.0,6290.0,735.0
35005,    Employed,66580.0,4480.0,6785.0,33995.0,7245.0,8075.0,18675.0,20635.0,14625.0,6010.0,685.0
35005,    Unemployed,3425.0,575.0,665.0,1420.0,375.0,490.0,550.0,715.0,435.0,275.0,50.0
35005,  Not in the labour force,22715.0,4080.0,1380.0,4400.0,1000.0,1270.0,2125.0,5885.0,2330.0,3560.0,6975.0
35005,Participation rate,75.5,55.4,84.4,88.9,88.4,87.1,90.0,78.4,86.6,63.9,9.5
35005,Employment rate,71.8,49.0,76.9,85.4,84.0,82.1,87.5,75.8,84.1,61.0,8.9
35005,Unemployment rate,4.9,11.4,8.9,4.0,4.9,5.7,2.9,3.3,2.9,4.4,6.8
35006,Total - Labour force activity,143655.0,13600.0,13040.0,67095.0,14255.0,17210.0,35635.0,38215.0,25060.0,13155.0,11715.0
35006,  In the labour force,106720.0,6395.0,10585.0,59145.0,12635.0,14975.0,31535.0,29400.0,21295.0,8105.0,1195.0
35006,    Employed,101235.0,5565.0,9580.0,56715.0,11950.0,14340.0,30425.0,28280.0,20595.0,7685.0,1095.0
35006,    Unemployed,5490.0,825.0,1005.0,2430.0,685.0,630.0,1110.0,1125.0,705.0,420.0,95.0
35006,  Not in the labour force,36935.0,7205.0,2450.0,7950.0,1620.0,2230.0,4100.0,8815.0,3760.0,5050.0,10520.0
35006,Participation rate,74.3,47.0,81.2,88.2,88.6,87.0,88.5,76.9,85.0,61.6,10.2
35006,Employment rate,70.5,40.9,73.5,84.5,83.8,83.3,85.4,74.0,82.2,58.4,9.3
35006,Unemployment rate,5.1,12.9,9.5,4.1,5.4,4.2,3.5,3.8,3.3,5.2,7.9
35007,Total - Labour force activity,85445.0,7675.0,6495.0,30780.0,6390.0,6995.0,17395.0,25890.0,15795.0,10095.0,14600.0
35007,  In the labour force,56935.0,4460.0,5645.0,26690.0,5510.0,5965.0,15215.0,18995.0,13430.0,5565.0,1145.0
35007,    Employed,53420.0,3765.0,4965.0,25395.0,5170.0,5675.0,14555.0,18200.0,12910.0,5290.0,1105.0
35007,    Unemployed,3510.0,690.0,680.0,1295.0,340.0,290.0,660.0,795.0,520.0,275.0,45.0
35007,  Not in the labour force,28510.0,3220.0,855.0,4090.0,875.0,1030.0,2185.0,6890.0,2360.0,4525.0,13455.0
35007,Participation rate,66.6,58.1,86.9,86.7,86.2,85.3,87.5,73.4,85.0,55.1,7.8
35007,Employment rate,62.5,49.1,76.4,82.5,80.9,81.1,83.7,70.3,81.7,52.4,7.6
35007,Unemployment rate,6.2,15.5,12.0,4.9,6.2,4.9,4.3,4.2,3.9,4.9,3.9
35008,Total - Labour force activity,84570.0,4960.0,5765.0,39165.0,8275.0,10200.0,20685.0,22980.0,14715.0,8260.0,11705.0
35008,  In the labour force,57570.0,2035.0,4365.0,33690.0,7140.0,8740.0,17805.0,16660.0,12025.0,4630.0,820.0
35008,    Employed,53780.0,1695.0,3860.0,31595.0,6555.0,8225.0,16815.0,15855.0,11500.0,4355.0,780.0
35008,    Unemployed,3790.0,340.0,510.0,2095.0,585.0,515.0,990.0,800.0,530.0,275.0,45.0
35008,  Not in the labour force,27000.0,2925.0,1395.0,5475.0,1135.0,1465.0,2880.0,6325.0,2690.0,3635.0,10885.0
35008,Participation rate,68.1,41.0,75.7,86.0,86.3,85.7,86.1,72.5,81.7,56.1,7.0
35008,Employment rate,63.6,34.2,67.0,80.7,79.2,80.6,81.3,69.0,78.2,52.7,6.7
35008,Unemployment rate,6.6,16.7,11.7,6.2,8.2,5.9,5.6,4.8,4.4,5.9,5.5
35009,Total - Labour force activity,78870.0,7385.0,5000.0,23435.0,4125.0,4810.0,14505.0,26575.0,15055.0,11515.0,16475.0
35009,  In the labour force,50520.0,4620.0,4120.0,20765.0,3590.0,4210.0,12965.0,19235.0,12860.0,6375.0,1775.0
35009,    Employed,47875.0,4065.0,3615.0,19895.0,3345.0,4020.0,12530.0,18560.0,12415.0,6150.0,1730.0
35009,    Unemployed,2640.0,555.0,505.0,865.0,245.0,190.0,435.0,670.0,450.0,220.0,45.0
35009,  Not in the labour force,28350.0,2765.0,875.0,2675.0,535.0,605.0,1535.0,7345.0,2195.0,5145.0,14695.0
35009,Participation rate,64.1,62.6,82.4,88.6,87.0,87.5,89.4,72.4,85.4,55.4,10.8
35009,Employment rate,60.7,55.0,72.3,84.9,81.1,83.6,86.4,69.8,82.5,53.4,10.5
35009,Unemployment rate,5.2,12.0,12.3,4.2,6.8,4.5,3.4,3.5,3.5,3.5,2.5
35010,Total - Labour force activity,82885.0,6220.0,5655.0,29335.0,5790.0,6905.0,16640.0,25785.0,14650.0,11135.0,15890.0
35010,  In the labour force,56970.0,4150.0,4945.0,26350.0,5260.0,6230.0,14855.0,19940.0,12910.0,7030.0,1595.0
35010,    Employed,54830.0,3805.0,4475.0,25585.0,5075.0,6015.0,14495.0,19475.0,12620.0,6855.0,1485.0
35010,    Unemployed,2140.0,340.0,470.0,765.0,190.0,210.0,365.0,465.0,290.0,170.0,105.0
35010,  Not in the labour force,25910.0,2070.0,710.0,2990.0,525.0,680.0,1780.0,5840.0,1740.0,4105.0,14295.0
35010,Participation rate,68.7,66.7,87.4,89.8,90.8,90.2,89.3,77.3,88.1,63.1,10.0
35010,Employment rate,66.2,61.2,79.1,87.2,87.7,87.1,87.1,75.5,86.1,61.6,9.3
35010,Unemployment rate,3.8,8.2,9.5,2.9,3.6,3.4,2.5,2.3,2.2,2.4,6.6
35011,Total - Labour force activity,97355.0,8955.0,8090.0,40295.0,8665.0,9540.0,22095.0,27680.0,17320.0,10365.0,12335.0
35011,  In the labour force,70140.0,5570.0,6855.0,35660.0,7590.0,8345.0,19720.0,21180.0,14885.0,6295.0,870.0
35011,    Employed,66540.0,4845.0,6230.0,34145.0,7215.0,7945.0,18985.0,20500.0,14395.0,6100.0,825.0
35011,    Unemployed,3600.0,725.0,630.0,1510.0,380.0,400.0,740.0,680.0,485.0,195.0,45.0
35011,  Not in the labour force,27215.0,3385.0,1235.0,4640.0,1075.0,1195.0,2370.0,6500.0,2430.0,4065.0,11455.0
35011,Participation rate,72.0,62.2,84.7,88.5,87.6,87.5,89.3,76.5,85.9,60.7,7.1
35011,Employment rate,68.3,54.1,77.0,84.7,83.3,83.3,85.9,74.1,83.1,58.9,6.7
35011,Unemployment rate,5.1,13.0,9.2,4.2,5.0,4.8,3.8,3.2,3.3,3.1,5.2
35012,Total - Labour force activity,84755.0,6545.0,8550.0,37390.0,9625.0,9680.0,18080.0,21075.0,12635.0,8440.0,11195.0
35012,  In the labour force,55820.0,3335.0,7070.0,31230.0,8085.0,8125.0,15020.0,13675.0,9690.0,3985.0,510.0
35012,    Employed,52010.0,2960.0,6315.0,29290.0,7485.0,7475.0,14340.0,12975.0,9170.0,3810.0,465.0
35012,    Unemployed,3805.0,375.0,755.0,1935.0,600.0,650.0,685.0,695.0,520.0,175.0,40.0
35012,  Not in the labour force,28935.0,3210.0,1480.0,6155.0,1545.0,1555.0,3055.0,7405.0,2945.0,4455.0,10685.0
35012,Participation rate,65.9,51.0,82.7,83.5,84.0,83.9,83.1,64.9,76.7,47.2,4.6
35012,Employment rate,61.4,45.2,73.9,78.3,77.8,77.2,79.3,61.6,72.6,45.1,4.2
35012,Unemployment rate,6.8,11.2,10.7,6.2,7.4,8.0,4.6,5.1,5.4,4.4,7.8
35013,Total - Labour force activity,95585.0,7335.0,7565.0,38300.0,8320.0,9755.0,20220.0,26615.0,15495.0,11125.0,15770.0
35013,  In the labour force,61120.0,2750.0,5380.0,31675.0,6775.0,8045.0,16850.0,19640.0,12890.0,6745.0,1675.0
35013,    Employed,56155.0,2275.0,4740.0,28975.0,6130.0,7210.0,15635.0,18575.0,12125.0,6445.0,1600.0
35013,    Unemployed,4970.0,475.0,650.0,2700.0,645.0,835.0,1215.0,1070.0,770.0,305.0,75.0
35013,  Not in the labour force,34465.0,4590.0,2175.0,6625.0,1550.0,1710.0,3365.0,6975.0,2595.0,4375.0,14090.0
35013,Participation rate,63.9,37.5,71.1,82.7,81.4,82.5,83.3,73.8,83.2,60.6,10.6
35013,Employment rate,58.7,31.0,62.7,75.7,73.7,73.9,77.3,69.8,78.3,57.9,10.1
35013,Unemployment rate,8.1,17.3,12.1,8.5,9.5,10.4,7.2,5.4,6.0,4.5,4.5
35014,Total - Labour force activity,92840.0,6775.0,6620.0,36160.0,7790.0,9090.0,19275.0,27275.0,16385.0,10885.0,16010.0
35014,  In the labour force,60760.0,2440.0,4645.0,30115.0,6485.0,7585.0,16055.0,21200.0,13785.0,7415.0,2360.0
35014,    Employed,56855.0,2070.0,4025.0,28125.0,6015.0,7065.0,15045.0,20335.0,13170.0,7170.0,2290.0
35014,    Unemployed,3910.0,365.0,620.0,1995.0,465.0,515.0,1015.0,860.0,615.0,245.0,70.0
35014,  Not in the labour force,32075.0,4340.0,1980.0,6040.0,1310.0,1510.0,3225.0,6065.0,2600.0,3470.0,13645.0
35014,Participation rate,65.4,36.0,70.2,83.3,83.2,83.4,83.3,77.7,84.1,68.1,14.7
35014,Employment rate,61.2,30.6,60.8,77.8,77.2,77.7,78.1,74.6,80.4,65.9,14.3
35014,Unemployment rate,6.4,15.0,13.3,6.6,7.2,6.8,6.3,4.1,4.5,3.3,3.0
35015,Total - Labour force activity,96930.0,9115.0,6555.0,39590.0,6510.0,9280.0,23800.0,30215.0,18505.0,11705.0,11460.0
35015,  In the labour force,72405.0,5535.0,5760.0,35265.0,5930.0,8095.0,21240.0,23905.0,16140.0,7765.0,1935.0
35015,    Employed,69520.0,4875.0,5305.0,34180.0,5680.0,7840.0,20660.0,23260.0,15725.0,7540.0,1900.0
35015,    Unemployed,2885.0,660.0,460.0,1085.0,255.0,255.0,580.0,640.0,420.0,220.0,35.0
35015,  Not in the labour force,24525.0,3570.0,790.0,4325.0,580.0,1180.0,2565.0,6310.0,2365.0,3945.0,9525.0
35015,Participation rate,74.7,60.7,87.9,89.1,91.1,87.2,89.2,79.1,87.2,66.3,16.9
35015,Employment rate,71.7,53.5,80.9,86.3,87.3,84.5,86.8,77.0,85.0,64.4,16.6
35015,Unemployment rate,4.0,11.9,8.0,3.1,4.3,3.2,2.7,2.7,2.6,2.8,1.8
35016,Total - Labour force activity,92550.0,8665.0,6190.0,38470.0,6455.0,8790.0,23225.0,27290.0,17090.0,10200.0,11945.0
35016,  In the labour force,66155.0,4990.0,5375.0,34480.0,5790.0,7835.0,20845.0,20075.0,14730.0,5350.0,1225.0
35016,    Employed,62695.0,4265.0,4720.0,33095.0,5545.0,7470.0,20085.0,19425.0,14305.0,5115.0,1200.0
35016,    Unemployed,3460.0,730.0,660.0,1385.0,245.0,375.0,765.0,660.0,425.0,230.0,25.0
35016,  Not in the labour force,26400.0,3675.0,810.0,3990.0,665.0,945.0,2380.0,7210.0,2360.0,4855.0,10715.0
35016,Participation rate,71.5,57.6,86.8,89.6,89.7,89.1,89.8,73.6,86.2,52.5,10.3
35016,Employment rate,67.7,49.2,76.3,86.0,85.9,85.0,86.5,71.2,83.7,50.1,10.0
35016,Unemployment rate,5.2,14.6,12.3,4.0,4.2,4.8,3.7,3.3,2.9,4.3,2.0
35017,Total - Labour force activity,88980.0,6595.0,6515.0,35085.0,7490.0,9000.0,18595.0,24215.0,14965.0,9255.0,16570.0
35017,  In the labour force,57845.0,2500.0,4905.0,30295.0,6500.0,7850.0,15940.0,18395.0,12580.0,5815.0,1750.0
35017,    Employed,54570.0,2200.0,4290.0,28740.0,6155.0,7470.0,15110.0,17650.0,12060.0,5590.0,1695.0
35017,    Unemployed,3270.0,300.0,615.0,1555.0,345.0,380.0,830.0,745.0,525.0,225.0,50.0
35017,  Not in the labour force,31135.0,4095.0,1605.0,4790.0,990.0,1150.0,2655.0,5820.0,2380.0,3440.0,14825.0
35017,Participation rate,65.0,37.9,75.3,86.3,86.8,87.2,85.7,76.0,84.1,62.8,10.6
35017,Employment rate,61.3,33.4,65.8,81.9,82.2,83.0,81.3,72.9,80.6,60.4,10.2
35017,Unemployment rate,5.7,12.0,12.5,5.1,5.3,4.8,5.2,4.1,4.2,3.9,2.9
35018,Total - Labour force activity,79670.0,7660.0,5790.0,28715.0,5425.0,6400.0,16890.0,24945.0,14825.0,10115.0,12555.0
35018,  In the labour force,54185.0,4420.0,4905.0,25050.0,4510.0,5545.0,14995.0,18305.0,12510.0,5800.0,1510.0
35018,    Employed,50940.0,3855.0,4290.0,23810.0,4240.0,5275.0,14290.0,17515.0,11980.0,5530.0,1470.0
35018,    Unemployed,3245.0,565.0,615.0,1240.0,270.0,265.0,705.0,790.0,525.0,265.0,35.0
35018,  Not in the labour force,25480.0,3245.0,885.0,3665.0,915.0,860.0,1890.0,6640.0,2320.0,4315.0,11050.0
35018,Participation rate,68.0,57.7,84.7,87.2,83.1,86.6,88.8,73.4,84.4,57.3,12.0
35018,Employment rate,63.9,50.3,74.1,82.9,78.2,82.4,84.6,70.2,80.8,54.7,11.7
35018,Unemployment rate,6.0,12.8,12.5,5.0,6.0,4.8,4.7,4.3,4.2,4.6,2.3
35019,Total - Labour force activity,76870.0,6860.0,4970.0,26500.0,4510.0,5920.0,16065.0,23640.0,13675.0,9965.0,14905.0
35019,  In the labour force,49395.0,4140.0,4175.0,23165.0,3950.0,5125.0,14090.0,16635.0,11435.0,5200.0,1280.0
35019,    Employed,46825.0,3710.0,3740.0,22100.0,3725.0,4875.0,13505.0,16030.0,11035.0,4995.0,1240.0
35019,    Unemployed,2570.0,425.0,435.0,1060.0,230.0,245.0,590.0,605.0,405.0,200.0,40.0
35019,  Not in the labour force,27475.0,2725.0,800.0,3330.0,560.0,795.0,1970.0,7000.0,2240.0,4765.0,13625.0
35019,Participation rate,64.3,60.3,84.0,87.4,87.6,86.6,87.7,70.4,83.6,52.2,8.6
35019,Employment rate,60.9,54.1,75.3,83.4,82.6,82.3,84.1,67.8,80.7,50.1,8.3
35019,Unemployment rate,5.2,10.3,10.4,4.6,5.8,4.8,4.2,3.6,3.5,3.8,3.1
35020,Total - Labour force activity,94660.0,9005.0,7105.0,37020.0,6875.0,8495.0,21650.0,29150.0,17820.0,11330.0,12380.0
35020,  In the labour force,66625.0,5565.0,6070.0,32845.0,6010.0,7580.0,19255.0,20730.0,14920.0,5810.0,1410.0
35020,    Employed,63935.0,4965.0,5575.0,31825.0,5765.0,7350.0,18705.0,20190.0,14525.0,5670.0,1380.0
35020,    Unemployed,2685.0,610.0,495.0,1025.0,245.0,230.0,550.0,535.0,400.0,140.0,20.0
35020,  Not in the labour force,28040.0,3440.0,1035.0,4175.0,860.0,920.0,2390.0,8420.0,2900.0,5515.0,10975.0
35020,Participation rate,70.4,61.8,85.4,88.7,87.4,89.2,88.9,71.1,83.7,51.3,11.4
35020,Employment rate,67.5,55.1,78.5,86.0,83.9,86.5,86.4,69.3,81.5,50.0,11.1
35020,Unemployment rate,4.0,11.0,8.2,3.1,4.1,3.0,2.9,2.6,2.7,2.4,1.4
35021,Total - Labour force activity,87125.0,6460.0,5920.0,28475.0,5555.0,6410.0,16510.0,25850.0,15220.0,10625.0,20415.0
35021,  In the labour force,53715.0,3020.0,4605.0,24405.0,4690.0,5490.0,14225.0,19510.0,12825.0,6685.0,2170.0
35021,    Employed,50515.0,2585.0,4005.0,23060.0,4460.0,5165.0,13435.0,18805.0,12370.0,6440.0,2060.0
35021,    Unemployed,3195.0,430.0,605.0,1345.0,230.0,320.0,790.0,705.0,460.0,245.0,115.0
35021,  Not in the labour force,33410.0,3440.0,1315.0,4075.0,870.0,925.0,2280.0,6335.0,2395.0,3940.0,18245.0
35021,Participation rate,61.7,46.7,77.8,85.7,84.4,85.6,86.2,75.5,84.3,62.9,10.6
35021,Employment rate,58.0,40.0,67.7,81.0,80.3,80.6,81.4,72.7,81.3,60.6,10.1
35021,Unemployment rate,5.9,14.2,13.1,5.5,4.9,5.8,5.6,3.6,3.6,3.7,5.3
35022,Total - Labour force activity,94795.0,5665.0,6125.0,37560.0,7255.0,9170.0,21135.0,27675.0,17115.0,10565.0,17765.0
35022,  In the labour force,62995.0,2695.0,4920.0,32710.0,6280.0,7935.0,18500.0,21215.0,14685.0,6530.0,1455.0
35022,    Employed,59505.0,2435.0,4400.0,31015.0,5955.0,7525.0,17530.0,20250.0,14025.0,6225.0,1405.0
35022,    Unemployed,3490.0,260.0,515.0,1700.0,320.0,405.0,970.0,960.0,660.0,300.0,55.0
35022,  Not in the labour force,31795.0,2970.0,1210.0,4845.0,975.0,1240.0,2630.0,6465.0,2425.0,4035.0,16310.0
35022,Participation rate,66.5,47.6,80.3,87.1,86.6,86.5,87.5,76.7,85.8,61.8,8.2
35022,Employment rate,62.8,43.0,71.8,82.6,82.1,82.1,82.9,73.2,81.9,58.9,7.9
35022,Unemployment rate,5.5,9.6,10.5,5.2,5.1,5.1,5.2,4.5,4.5,4.6,3.8
35023,Total - Labour force activity,90335.0,7800.0,8355.0,37130.0,8895.0,9595.0,18635.0,24140.0,13720.0,10420.0,12910.0
35023,  In the labour force,57165.0,3195.0,6160.0,30425.0,7120.0,7740.0,15560.0,16370.0,10780.0,5590.0,1010.0
35023,    Employed,53120.0,2810.0,5450.0,28295.0,6575.0,7190.0,14530.0,15625.0,10325.0,5300.0,935.0
35023,    Unemployed,4045.0,390.0,715.0,2125.0,545.0,550.0,1030.0,745.0,455.0,290.0,80.0
35023,  Not in the labour force,33170.0,4605.0,2190.0,6705.0,1775.0,1855.0,3075.0,7770.0,2940.0,4830.0,11895.0
35023,Participation rate,63.3,41.0,73.7,81.9,80.0,80.7,83.5,67.8,78.6,53.6,7.8
35023,Employment rate,58.8,36.0,65.2,76.2,73.9,74.9,78.0,64.7,75.3,50.9,7.2
35023,Unemployment rate,7.1,12.2,11.6,7.0,7.7,7.1,6.6,4.6,4.2,5.2,7.9
35024,Total - Labour force activity,80230.0,7275.0,5070.0,31120.0,5170.0,6685.0,19275.0,26085.0,15760.0,10325.0,10685.0
35024,  In the labour force,55605.0,4150.0,4410.0,27570.0,4600.0,5915.0,17060.0,18355.0,12990.0,5360.0,1125.0
35024,    Employed,53295.0,3705.0,4035.0,26625.0,4435.0,5630.0,16560.0,17845.0,12620.0,5225.0,1090.0
35024,    Unemployed,2305.0,445.0,375.0,945.0,165.0,280.0,495.0,510.0,375.0,140.0,30.0
35024,  Not in the labour force,24630.0,3125.0,660.0,3550.0,565.0,765.0,2215.0,7730.0,2770.0,4960.0,9565.0
35024,Participation rate,69.3,57.0,87.0,88.6,89.0,88.5,88.5,70.4,82.4,51.9,10.5
35024,Employment rate,66.4,50.9,79.6,85.6,85.8,84.2,85.9,68.4,80.1,50.6,10.2
35024,Unemployment rate,4.1,10.7,8.5,3.4,3.6,4.7,2.9,2.8,2.9,2.6,2.7
35025,Total - Labour force activity,83865.0,9040.0,6970.0,32555.0,5420.0,6760.0,20380.0,28930.0,19180.0,9745.0,6370.0
35025,  In the labour force,63865.0,5250.0,6120.0,29525.0,4820.0,6080.0,18620.0,22385.0,16890.0,5490.0,590.0
35025,    Employed,61020.0,4465.0,5460.0,28665.0,4605.0,5855.0,18205.0,21870.0,16570.0,5300.0,560.0
35025,    Unemployed,2845.0,790.0,660.0,855.0,215.0,235.0,415.0,510.0,315.0,190.0,30.0
35025,  Not in the labour force,19995.0,3785.0,850.0,3035.0,605.0,675.0,1750.0,6545.0,2290.0,4255.0,5775.0
35025,Participation rate,76.2,58.1,87.8,90.7,88.9,89.9,91.4,77.4,88.1,56.3,9.3
35025,Employment rate,72.8,49.4,78.3,88.1,85.0,86.6,89.3,75.6,86.4,54.4,8.8
35025,Unemployment rate,4.5,15.0,10.8,2.9,4.5,3.9,2.2,2.3,1.9,3.5,5.1
35026,Total - Labour force activity,97160.0,8240.0,8875.0,39085.0,8940.0,9170.0,20975.0,26850.0,16615.0,10235.0,14115.0
35026,  In the labour force,70060.0,4900.0,7875.0,34815.0,8015.0,8020.0,18790.0,21115.0,14740.0,6375.0,1350.0
35026,    Employed,66570.0,4235.0,7085.0,33550.0,7665.0,7740.0,18140.0,20380.0,14265.0,6115.0,1320.0
35026,    Unemployed,3490.0,660.0,790.0,1270.0,340.0,275.0,655.0,735.0,475.0,260.0,25.0
35026,  Not in the labour force,27100.0,3335.0,995.0,4265.0,930.0,1155.0,2180.0,5735.0,1875.0,3860.0,12765.0
35026,Participation rate,72.1,59.5,88.7,89.1,89.7,87.5,89.6,78.6,88.7,62.3,9.6
35026,Employment rate,68.5,51.4,79.8,85.8,85.7,84.4,86.5,75.9,85.9,59.7,9.4
35026,Unemployment rate,5.0,13.5,10.0,3.6,4.2,3.4,3.5,3.5,3.2,4.1,1.9
35027,Total - Labour force activity,80065.0,7810.0,5410.0,27045.0,4675.0,5820.0,16545.0,26000.0,15465.0,10535.0,13800.0
35027,  In the labour force,54350.0,4580.0,4655.0,23920.0,4020.0,5200.0,14700.0,19445.0,13300.0,6150.0,1750.0
35027,    Employed,51265.0,4095.0,4040.0,22760.0,3770.0,4865.0,14125.0,18655.0,12850.0,5805.0,1715.0
