Geography,Labour Force Ac,Total - Age groups,  15-24 years,    15-19 years,    20-24 years,  25-34 years,  35-44 years,  45-54 years,  55-64 years,  65 years and over
2455010,Participation rate,64.9,50.0,50.0,62.5,91.4,74.6,85.2,45.0,10.0
2455010,Employment rate,62.4,47.1,46.2,50.0,82.9,71.2,85.2,50.0,0.0
2455010,Unemployment rate,4.0,11.8,0.0,0.0,6.2,0.0,0.0,0.0,0.0
2455015,Total - Labour force activity,2230.0,450.0,280.0,175.0,390.0,455.0,500.0,245.0,180.0
2455015,  Total labour force,1555.0,260.0,120.0,145.0,315.0,405.0,415.0,140.0,15.0
2455015,    Employed,1475.0,225.0,105.0,120.0,295.0,390.0,405.0,145.0,15.0
2455015,    Unemployed,85.0,40.0,10.0,30.0,20.0,15.0,10.0,0.0,0.0
2455015,  Not in the labour force,675.0,185.0,165.0,25.0,75.0,50.0,85.0,105.0,165.0
2455015,Participation rate,69.7,57.8,42.9,82.9,80.8,89.0,83.0,57.1,8.3
2455015,Employment rate,66.1,50.0,37.5,68.6,75.6,85.7,81.0,59.2,8.3
2455015,Unemployment rate,5.5,15.4,8.3,20.7,6.3,3.7,2.4,0.0,0.0
2455020,Total - Labour force activity,2315.0,380.0,220.0,160.0,435.0,510.0,360.0,265.0,360.0
2455020,  Total labour force,1520.0,275.0,120.0,160.0,380.0,450.0,250.0,145.0,10.0
2455020,    Employed,1335.0,215.0,90.0,125.0,340.0,420.0,220.0,135.0,10.0
2455020,    Unemployed,185.0,60.0,25.0,35.0,40.0,30.0,35.0,10.0,0.0
2455020,  Not in the labour force,800.0,105.0,100.0,0.0,55.0,60.0,105.0,125.0,350.0
2455020,Participation rate,65.7,72.4,54.5,100.0,87.4,88.2,69.4,54.7,2.8
2455020,Employment rate,57.7,56.6,40.9,78.1,78.2,82.4,61.1,50.9,2.8
2455020,Unemployment rate,12.2,21.8,20.8,21.9,10.5,6.7,14.0,6.9,0.0
2455025,Total - Labour force activity,1405.0,255.0,150.0,110.0,265.0,390.0,250.0,95.0,145.0
2455025,  Total labour force,1025.0,145.0,60.0,85.0,225.0,355.0,215.0,75.0,10.0
2455025,    Employed,950.0,130.0,50.0,80.0,215.0,325.0,195.0,75.0,0.0
2455025,    Unemployed,80.0,20.0,10.0,10.0,10.0,30.0,20.0,0.0,0.0
2455025,  Not in the labour force,380.0,110.0,85.0,20.0,35.0,35.0,30.0,25.0,140.0
2455025,Participation rate,73.0,56.9,40.0,77.3,84.9,91.0,86.0,78.9,6.9
2455025,Employment rate,67.6,51.0,33.3,72.7,81.1,83.3,78.0,78.9,0.0
2455025,Unemployment rate,7.8,13.8,16.7,11.8,4.4,8.5,9.3,0.0,0.0
2455030,Total - Labour force activity,1095.0,175.0,100.0,70.0,240.0,290.0,205.0,90.0,95.0
2455030,  Total labour force,685.0,70.0,20.0,55.0,185.0,230.0,155.0,30.0,10.0
2455030,    Employed,625.0,60.0,15.0,45.0,185.0,200.0,145.0,35.0,10.0
2455030,    Unemployed,55.0,15.0,0.0,15.0,0.0,30.0,10.0,0.0,0.0
2455030,  Not in the labour force,415.0,105.0,85.0,15.0,50.0,60.0,50.0,55.0,90.0
2455030,Participation rate,62.6,40.0,20.0,78.6,77.1,79.3,75.6,33.3,10.5
2455030,Employment rate,57.1,34.3,15.0,64.3,77.1,69.0,70.7,38.9,10.5
2455030,Unemployment rate,8.0,21.4,0.0,27.3,0.0,13.0,6.5,0.0,0.0
2455035,Total - Labour force activity,1110.0,175.0,100.0,70.0,235.0,240.0,170.0,185.0,105.0
2455035,  Total labour force,750.0,110.0,35.0,70.0,195.0,220.0,135.0,85.0,10.0
2455035,    Employed,705.0,100.0,30.0,70.0,175.0,215.0,130.0,85.0,10.0
2455035,    Unemployed,40.0,10.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0
2455035,  Not in the labour force,360.0,65.0,70.0,0.0,40.0,25.0,35.0,90.0,105.0
2455035,Participation rate,67.6,62.9,35.0,100.0,83.0,91.7,79.4,45.9,9.5
2455035,Employment rate,63.5,57.1,30.0,100.0,74.5,89.6,76.5,45.9,9.5
2455035,Unemployment rate,5.3,9.1,0.0,0.0,10.3,0.0,0.0,11.8,0.0
2455040,Total - Labour force activity,935.0,140.0,85.0,55.0,170.0,255.0,155.0,85.0,120.0
2455040,  Total labour force,595.0,65.0,30.0,25.0,115.0,210.0,125.0,50.0,30.0
2455040,    Employed,540.0,50.0,30.0,20.0,115.0,200.0,100.0,50.0,30.0
2455040,    Unemployed,55.0,15.0,10.0,10.0,10.0,10.0,25.0,0.0,0.0
2455040,  Not in the labour force,340.0,75.0,50.0,25.0,55.0,45.0,30.0,40.0,90.0
2455040,Participation rate,63.6,46.4,35.3,45.5,67.6,82.4,80.6,58.8,25.0
2455040,Employment rate,57.8,35.7,35.3,36.4,67.6,78.4,64.5,58.8,25.0
2455040,Unemployment rate,9.2,23.1,33.3,40.0,8.7,4.8,20.0,0.0,0.0
2455045,Total - Labour force activity,4110.0,620.0,395.0,225.0,855.0,955.0,690.0,445.0,545.0
2455045,  Total labour force,2710.0,395.0,195.0,200.0,730.0,810.0,560.0,200.0,0.0
2455045,    Employed,2400.0,325.0,155.0,170.0,670.0,715.0,515.0,175.0,10.0
2455045,    Unemployed,310.0,70.0,40.0,30.0,65.0,95.0,45.0,30.0,0.0
2455045,  Not in the labour force,1395.0,225.0,200.0,25.0,125.0,140.0,130.0,240.0,535.0
2455045,Participation rate,65.9,63.7,49.4,88.9,85.4,84.8,81.2,44.9,0.0
2455045,Employment rate,58.4,52.4,39.2,75.6,78.4,74.9,74.6,39.3,1.8
2455045,Unemployment rate,11.4,17.7,20.5,15.0,8.9,11.7,8.0,15.0,0.0
2455050,Total - Labour force activity,1665.0,345.0,180.0,165.0,280.0,430.0,290.0,170.0,145.0
2455050,  Total labour force,1185.0,235.0,85.0,155.0,245.0,385.0,240.0,65.0,15.0
2455050,    Employed,1100.0,205.0,70.0,135.0,230.0,365.0,220.0,65.0,15.0
2455050,    Unemployed,85.0,30.0,10.0,15.0,15.0,20.0,25.0,0.0,0.0
2455050,  Not in the labour force,480.0,110.0,100.0,10.0,35.0,50.0,45.0,110.0,130.0
2455050,Participation rate,71.2,68.1,47.2,93.9,87.5,89.5,82.8,38.2,10.3
2455050,Employment rate,66.1,59.4,38.9,81.8,82.1,84.9,75.9,38.2,10.3
2455050,Unemployment rate,7.2,12.8,11.8,9.7,6.1,5.2,10.4,0.0,0.0
2455055,Total - Labour force activity,2380.0,370.0,190.0,180.0,550.0,490.0,370.0,240.0,360.0
2455055,  Total labour force,1550.0,250.0,85.0,170.0,425.0,400.0,310.0,145.0,15.0
2455055,    Employed,1390.0,215.0,55.0,155.0,380.0,370.0,270.0,140.0,15.0
2455055,    Unemployed,155.0,35.0,30.0,10.0,50.0,25.0,40.0,0.0,0.0
2455055,  Not in the labour force,835.0,120.0,105.0,10.0,120.0,95.0,60.0,95.0,340.0
2455055,Participation rate,65.1,67.6,44.7,94.4,77.3,81.6,83.8,60.4,4.2
2455055,Employment rate,58.4,58.1,28.9,86.1,69.1,75.5,73.0,58.3,4.2
2455055,Unemployment rate,10.0,14.0,35.3,5.9,11.8,6.2,12.9,0.0,0.0
2455060,Total - Labour force activity,1205.0,195.0,100.0,95.0,225.0,315.0,215.0,140.0,110.0
2455060,  Total labour force,860.0,140.0,50.0,90.0,215.0,260.0,170.0,65.0,10.0
2455060,    Employed,770.0,125.0,50.0,70.0,210.0,215.0,165.0,55.0,0.0
2455060,    Unemployed,90.0,15.0,0.0,15.0,0.0,45.0,10.0,10.0,0.0
2455060,  Not in the labour force,340.0,55.0,45.0,10.0,10.0,55.0,45.0,70.0,100.0
2455060,Participation rate,71.4,71.8,50.0,94.7,95.6,82.5,79.1,46.4,9.1
2455060,Employment rate,63.9,64.1,50.0,73.7,93.3,68.3,76.7,39.3,0.0
2455060,Unemployment rate,10.5,10.7,0.0,16.7,0.0,17.3,5.9,15.4,0.0
2455065,Total - Labour force activity,3070.0,465.0,265.0,200.0,620.0,775.0,550.0,335.0,320.0
2455065,  Total labour force,2145.0,290.0,130.0,165.0,535.0,655.0,480.0,155.0,35.0
2455065,    Employed,1960.0,235.0,95.0,140.0,470.0,615.0,455.0,150.0,35.0
2455065,    Unemployed,185.0,55.0,30.0,20.0,60.0,40.0,30.0,0.0,0.0
2455065,  Not in the labour force,925.0,180.0,145.0,35.0,90.0,120.0,70.0,180.0,290.0
2455065,Participation rate,69.9,62.4,49.1,82.5,86.3,84.5,87.3,46.3,10.9
2455065,Employment rate,63.8,50.5,35.8,70.0,75.8,79.4,82.7,44.8,10.9
2455065,Unemployment rate,8.6,19.0,23.1,12.1,11.2,6.1,6.2,0.0,0.0
2455070,Total - Labour force activity,2265.0,365.0,220.0,145.0,440.0,490.0,415.0,295.0,255.0
2455070,  Total labour force,1435.0,175.0,60.0,115.0,335.0,420.0,340.0,140.0,20.0
2455070,    Employed,1285.0,140.0,45.0,95.0,285.0,400.0,315.0,125.0,20.0
2455070,    Unemployed,150.0,40.0,15.0,20.0,55.0,15.0,30.0,15.0,0.0
2455070,  Not in the labour force,825.0,190.0,155.0,30.0,105.0,75.0,70.0,155.0,235.0
2455070,Participation rate,63.4,47.9,27.3,79.3,76.1,85.7,81.9,47.5,7.8
2455070,Employment rate,56.7,38.4,20.5,65.5,64.8,81.6,75.9,42.4,7.8
2455070,Unemployment rate,10.5,22.9,25.0,17.4,16.4,3.6,8.8,10.7,0.0
2456,Total - Labour force activity,75915.0,12190.0,6870.0,5320.0,14340.0,17080.0,13295.0,8535.0,10470.0
2456,  Total labour force,48125.0,7050.0,2750.0,4300.0,11915.0,14550.0,10440.0,3715.0,455.0
2456,    Employed,42965.0,5950.0,2230.0,3725.0,10685.0,13010.0,9545.0,3365.0,400.0
2456,    Unemployed,5155.0,1095.0,520.0,575.0,1230.0,1535.0,890.0,345.0,55.0
2456,  Not in the labour force,27790.0,5140.0,4120.0,1020.0,2430.0,2535.0,2855.0,4820.0,10015.0
2456,Participation rate,63.4,57.8,40.0,80.8,83.1,85.2,78.5,43.5,4.3
2456,Employment rate,56.6,48.8,32.5,70.0,74.5,76.2,71.8,39.4,3.8
2456,Unemployment rate,10.7,15.5,18.9,13.4,10.3,10.5,8.5,9.3,12.1
2456005,Total - Labour force activity,985.0,95.0,80.0,15.0,100.0,165.0,190.0,185.0,250.0
2456005,  Total labour force,515.0,50.0,35.0,15.0,90.0,135.0,155.0,80.0,0.0
2456005,    Employed,460.0,45.0,35.0,15.0,80.0,125.0,130.0,75.0,0.0
2456005,    Unemployed,50.0,0.0,10.0,0.0,10.0,15.0,20.0,0.0,10.0
2456005,  Not in the labour force,470.0,45.0,45.0,0.0,15.0,25.0,35.0,105.0,245.0
2456005,Participation rate,52.3,52.6,43.8,100.0,90.0,81.8,81.6,43.2,0.0
2456005,Employment rate,46.7,47.4,43.8,100.0,80.0,75.8,68.4,40.5,0.0
2456005,Unemployment rate,9.7,0.0,28.6,0.0,11.1,11.1,12.9,0.0,0.0
2456010,Total - Labour force activity,770.0,80.0,45.0,35.0,115.0,115.0,145.0,135.0,180.0
2456010,  Total labour force,395.0,45.0,10.0,35.0,100.0,80.0,105.0,45.0,20.0
2456010,    Employed,285.0,30.0,10.0,25.0,70.0,65.0,60.0,35.0,15.0
2456010,    Unemployed,105.0,15.0,10.0,10.0,30.0,15.0,35.0,10.0,0.0
2456010,  Not in the labour force,375.0,30.0,30.0,0.0,15.0,35.0,45.0,90.0,165.0
2456010,Participation rate,51.3,56.2,22.2,100.0,87.0,69.6,72.4,33.3,11.1
2456010,Employment rate,37.0,37.5,22.2,71.4,60.9,56.5,41.4,25.9,8.3
2456010,Unemployment rate,26.6,33.3,100.0,28.6,30.0,18.8,33.3,22.2,0.0
2456015,Total - Labour force activity,830.0,100.0,30.0,70.0,120.0,150.0,120.0,170.0,165.0
2456015,  Total labour force,385.0,70.0,15.0,50.0,90.0,120.0,65.0,35.0,10.0
2456015,    Employed,350.0,65.0,15.0,55.0,80.0,110.0,65.0,20.0,0.0
2456015,    Unemployed,35.0,0.0,0.0,0.0,15.0,10.0,0.0,15.0,0.0
2456015,  Not in the labour force,435.0,30.0,15.0,15.0,25.0,35.0,55.0,135.0,155.0
2456015,Participation rate,46.4,70.0,50.0,71.4,75.0,80.0,54.2,20.6,6.1
2456015,Employment rate,42.2,65.0,50.0,78.6,66.7,73.3,54.2,11.8,0.0
2456015,Unemployment rate,9.1,0.0,0.0,0.0,16.7,8.3,0.0,42.9,0.0
2456020,Total - Labour force activity,1180.0,165.0,100.0,65.0,245.0,215.0,150.0,135.0,260.0
2456020,  Total labour force,630.0,75.0,25.0,50.0,170.0,195.0,135.0,45.0,0.0
2456020,    Employed,575.0,75.0,25.0,50.0,145.0,190.0,115.0,50.0,10.0
2456020,    Unemployed,55.0,0.0,0.0,0.0,25.0,15.0,15.0,0.0,0.0
2456020,  Not in the labour force,550.0,90.0,80.0,15.0,80.0,20.0,15.0,85.0,260.0
2456020,Participation rate,53.4,45.5,25.0,76.9,69.4,90.7,90.0,33.3,0.0
2456020,Employment rate,48.7,45.5,25.0,76.9,59.2,88.4,76.7,37.0,3.8
2456020,Unemployment rate,8.7,0.0,0.0,0.0,14.7,7.7,11.1,0.0,0.0
2456025,Total - Labour force activity,720.0,85.0,55.0,30.0,100.0,120.0,160.0,150.0,110.0
2456025,  Total labour force,405.0,55.0,25.0,30.0,70.0,100.0,110.0,50.0,10.0
2456025,    Employed,385.0,55.0,25.0,30.0,65.0,95.0,110.0,45.0,15.0
2456025,    Unemployed,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
2456025,  Not in the labour force,315.0,30.0,30.0,0.0,25.0,15.0,50.0,95.0,95.0
2456025,Participation rate,56.2,64.7,45.5,100.0,70.0,83.3,68.8,33.3,9.1
2456025,Employment rate,53.5,64.7,45.5,100.0,65.0,79.2,68.8,30.0,13.6
2456025,Unemployment rate,4.9,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
2456030,Total - Labour force activity,360.0,70.0,50.0,20.0,60.0,125.0,50.0,35.0,15.0
2456030,  Total labour force,220.0,30.0,10.0,20.0,50.0,85.0,35.0,10.0,10.0
2456030,    Employed,190.0,20.0,10.0,10.0,45.0,75.0,35.0,10.0,10.0
2456030,    Unemployed,35.0,10.0,10.0,0.0,0.0,15.0,0.0,0.0,0.0
2456030,  Not in the labour force,130.0,45.0,40.0,10.0,10.0,40.0,15.0,15.0,10.0
2456030,Participation rate,61.1,42.9,20.0,100.0,83.3,68.0,70.0,28.6,66.7
2456030,Employment rate,52.8,28.6,20.0,50.0,75.0,60.0,70.0,28.6,66.7
2456030,Unemployment rate,15.9,33.3,100.0,0.0,0.0,17.6,0.0,0.0,0.0
2456035,Total - Labour force activity,1455.0,160.0,100.0,55.0,230.0,285.0,270.0,250.0,270.0
2456035,  Total labour force,760.0,75.0,30.0,45.0,180.0,210.0,175.0,100.0,15.0
2456035,    Employed,705.0,70.0,20.0,45.0,165.0,205.0,165.0,85.0,15.0
2456035,    Unemployed,55.0,10.0,0.0,0.0,15.0,0.0,10.0,15.0,0.0
2456035,  Not in the labour force,700.0,85.0,70.0,15.0,45.0,70.0,95.0,150.0,255.0
2456035,Participation rate,52.2,46.9,30.0,81.8,78.3,73.7,64.8,40.0,5.6
2456035,Employment rate,48.5,43.8,20.0,81.8,71.7,71.9,61.1,34.0,5.6
2456035,Unemployment rate,7.2,13.3,0.0,0.0,8.3,0.0,5.7,15.0,0.0
2456040,Total - Labour force activity,490.0,85.0,40.0,45.0,80.0,115.0,55.0,55.0,105.0
2456040,  Total labour force,255.0,45.0,10.0,30.0,70.0,95.0,20.0,25.0,0.0
2456040,    Employed,235.0,40.0,10.0,35.0,60.0,90.0,20.0,25.0,0.0
2456040,    Unemployed,20.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2456040,  Not in the labour force,230.0,35.0,25.0,10.0,15.0,15.0,35.0,25.0,105.0
2456040,Participation rate,52.0,52.9,25.0,66.7,87.5,82.6,36.4,45.5,0.0
2456040,Employment rate,48.0,47.1,25.0,77.8,75.0,78.3,36.4,45.5,0.0
2456040,Unemployment rate,7.8,22.2,0.0,0.0,0.0,10.5,0.0,0.0,0.0
2456045,Total - Labour force activity,630.0,90.0,60.0,30.0,95.0,145.0,90.0,90.0,115.0
2456045,  Total labour force,360.0,35.0,10.0,30.0,85.0,125.0,80.0,30.0,10.0
2456045,    Employed,305.0,25.0,0.0,25.0,65.0,110.0,75.0,30.0,10.0
2456045,    Unemployed,55.0,10.0,10.0,0.0,25.0,10.0,0.0,10.0,0.0
2456045,  Not in the labour force,270.0,50.0,55.0,0.0,15.0,15.0,15.0,60.0,110.0
2456045,Participation rate,57.1,38.9,16.7,100.0,89.5,86.2,88.9,33.3,8.7
2456045,Employment rate,48.4,27.8,0.0,83.3,68.4,75.9,83.3,33.3,8.7
2456045,Unemployment rate,15.3,28.6,100.0,0.0,29.4,8.0,0.0,33.3,0.0
2456050,Total - Labour force activity,570.0,85.0,50.0,35.0,125.0,100.0,105.0,60.0,90.0
2456050,  Total labour force,335.0,30.0,15.0,20.0,80.0,80.0,95.0,50.0,0.0
2456050,    Employed,305.0,35.0,10.0,20.0,65.0,75.0,95.0,40.0,0.0
2456050,    Unemployed,25.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0
2456050,  Not in the labour force,235.0,55.0,40.0,15.0,45.0,20.0,10.0,15.0,90.0
2456050,Participation rate,58.8,35.3,30.0,57.1,64.0,80.0,90.5,83.3,0.0
2456050,Employment rate,53.5,41.2,20.0,57.1,52.0,75.0,90.5,66.7,0.0
2456050,Unemployment rate,7.5,0.0,0.0,0.0,18.8,12.5,0.0,0.0,0.0
2456055,Total - Labour force activity,1690.0,290.0,180.0,110.0,405.0,420.0,255.0,175.0,140.0
2456055,  Total labour force,1175.0,160.0,90.0,70.0,335.0,380.0,195.0,100.0,0.0
2456055,    Employed,1055.0,145.0,70.0,75.0,285.0,365.0,170.0,90.0,10.0
2456055,    Unemployed,115.0,20.0,15.0,0.0,50.0,15.0,25.0,10.0,0.0
2456055,  Not in the labour force,510.0,125.0,90.0,40.0,70.0,35.0,65.0,80.0,135.0
2456055,Participation rate,69.5,55.2,50.0,63.6,82.7,90.5,76.5,57.1,0.0
2456055,Employment rate,62.4,50.0,38.9,68.2,70.4,86.9,66.7,51.4,7.1
2456055,Unemployment rate,9.8,12.5,16.7,0.0,14.9,3.9,12.8,10.0,0.0
2456060,Total - Labour force activity,1470.0,200.0,115.0,85.0,290.0,320.0,260.0,170.0,225.0
2456060,  Total labour force,950.0,120.0,35.0,85.0,250.0,280.0,215.0,75.0,10.0
2456060,    Employed,850.0,115.0,30.0,85.0,220.0,255.0,180.0,70.0,10.0
2456060,    Unemployed,100.0,10.0,0.0,0.0,30.0,30.0,30.0,10.0,0.0
2456060,  Not in the labour force,520.0,80.0,80.0,0.0,35.0,35.0,45.0,95.0,220.0
2456060,Participation rate,64.6,60.0,30.4,100.0,86.2,87.5,82.7,44.1,4.4
2456060,Employment rate,57.8,57.5,26.1,100.0,75.9,79.7,69.2,41.2,4.4
2456060,Unemployment rate,10.5,8.3,0.0,0.0,12.0,10.7,14.0,13.3,0.0
2456065,Total - Labour force activity,1570.0,250.0,155.0,95.0,280.0,380.0,335.0,205.0,115.0
2456065,  Total labour force,1080.0,145.0,65.0,80.0,245.0,300.0,295.0,85.0,0.0
2456065,    Employed,975.0,130.0,55.0,80.0,230.0,265.0,270.0,75.0,0.0
2456065,    Unemployed,105.0,15.0,15.0,0.0,20.0,35.0,25.0,10.0,0.0
2456065,  Not in the labour force,490.0,100.0,85.0,15.0,30.0,80.0,35.0,115.0,115.0
2456065,Participation rate,68.8,58.0,41.9,84.2,87.5,78.9,88.1,41.5,0.0
2456065,Employment rate,62.1,52.0,35.5,84.2,82.1,69.7,80.6,36.6,0.0
2456065,Unemployment rate,9.7,10.3,23.1,0.0,8.2,11.7,8.5,11.8,0.0
2456070,Total - Labour force activity,4125.0,655.0,425.0,230.0,745.0,1110.0,855.0,455.0,305.0
2456070,  Total labour force,2800.0,325.0,140.0,180.0,605.0,970.0,680.0,205.0,10.0
2456070,    Employed,2535.0,275.0,110.0,170.0,565.0,875.0,610.0,195.0,0.0
2456070,    Unemployed,265.0,45.0,30.0,15.0,45.0,95.0,65.0,10.0,10.0
2456070,  Not in the labour force,1325.0,330.0,290.0,40.0,135.0,135.0,180.0,250.0,295.0
2456070,Participation rate,67.9,49.6,32.9,78.3,81.2,87.4,79.5,45.1,3.3
2456070,Employment rate,61.5,42.0,25.9,73.9,75.8,78.8,71.3,42.9,0.0
2456070,Unemployment rate,9.5,13.8,21.4,8.3,7.4,9.8,9.6,4.9,100.0
2456075,Total - Labour force activity,13370.0,2100.0,1255.0,850.0,3275.0,3800.0,2250.0,1090.0,850.0
2456075,  Total labour force,9680.0,1100.0,430.0,670.0,2820.0,3405.0,1850.0,490.0,20.0
2456075,    Employed,8985.0,880.0,320.0,560.0,2605.0,3280.0,1765.0,430.0,20.0
2456075,    Unemployed,695.0,220.0,115.0,105.0,210.0,125.0,80.0,55.0,0.0
2456075,  Not in the labour force,3695.0,1000.0,820.0,175.0,460.0,400.0,400.0,600.0,830.0
2456075,Participation rate,72.4,52.4,34.3,78.8,86.1,89.6,82.2,45.0,2.4
2456075,Employment rate,67.2,41.9,25.5,65.9,79.5,86.3,78.4,39.4,2.4
2456075,Unemployment rate,7.2,20.0,26.7,15.7,7.4,3.7,4.3,11.2,0.0
2456080,Total - Labour force activity,29820.0,5040.0,2550.0,2490.0,5220.0,5730.0,5095.0,3395.0,5330.0
2456080,  Total labour force,17895.0,3235.0,1235.0,2000.0,4290.0,4705.0,3940.0,1455.0,270.0
2456080,    Employed,15620.0,2700.0,1005.0,1690.0,3760.0,3980.0,3610.0,1340.0,230.0
2456080,    Unemployed,2270.0,535.0,225.0,305.0,525.0,725.0,325.0,110.0,45.0
2456080,  Not in the labour force,11925.0,1810.0,1315.0,490.0,930.0,1025.0,1155.0,1945.0,5060.0
2456080,Participation rate,60.0,64.2,48.4,80.3,82.2,82.1,77.3,42.9,5.1
2456080,Employment rate,52.4,53.6,39.4,67.9,72.0,69.5,70.9,39.5,4.3
2456080,Unemployment rate,12.7,16.5,18.2,15.2,12.2,15.4,8.2,7.6,16.7
2456085,Total - Labour force activity,7570.0,1230.0,705.0,525.0,1285.0,1680.0,1300.0,885.0,1185.0
2456085,  Total labour force,4660.0,735.0,310.0,420.0,1105.0,1430.0,990.0,370.0,25.0
2456085,    Employed,4085.0,630.0,260.0,375.0,1025.0,1190.0,885.0,325.0,25.0
2456085,    Unemployed,575.0,100.0,55.0,45.0,80.0,240.0,110.0,45.0,0.0
2456085,  Not in the labour force,2915.0,495.0,390.0,105.0,185.0,250.0,310.0,515.0,1155.0
2456085,Participation rate,61.6,59.8,44.0,80.0,86.0,85.1,76.2,41.8,2.1
2456085,Employment rate,54.0,51.2,36.9,71.4,79.8,70.8,68.1,36.7,2.1
2456085,Unemployment rate,12.3,13.6,17.7,10.7,7.2,16.8,11.1,12.2,0.0
2456090,Total - Labour force activity,5010.0,840.0,510.0,335.0,885.0,1260.0,990.0,600.0,430.0
2456090,  Total labour force,3420.0,480.0,170.0,310.0,715.0,1090.0,800.0,310.0,25.0
2456090,    Employed,3120.0,410.0,145.0,260.0,640.0,1020.0,740.0,290.0,25.0
2456090,    Unemployed,300.0,70.0,25.0,45.0,75.0,70.0,65.0,20.0,0.0
2456090,  Not in the labour force,1590.0,365.0,335.0,25.0,165.0,170.0,190.0,285.0,410.0
2456090,Participation rate,68.3,57.1,33.3,92.5,80.8,86.5,80.8,51.7,5.8
2456090,Employment rate,62.3,48.8,28.4,77.6,72.3,81.0,74.7,48.3,5.8
2456090,Unemployment rate,8.8,14.6,14.7,14.5,10.5,6.4,8.1,6.5,0.0
2456097,Total - Labour force activity,2300.0,390.0,250.0,135.0,445.0,615.0,440.0,180.0,235.0
2456097,  Total labour force,1610.0,165.0,50.0,120.0,385.0,560.0,390.0,95.0,15.0
2456097,    Employed,1400.0,135.0,50.0,85.0,360.0,470.0,340.0,85.0,15.0
2456097,    Unemployed,210.0,30.0,0.0,35.0,25.0,85.0,55.0,10.0,0.0
2456097,  Not in the labour force,685.0,220.0,200.0,20.0,60.0,50.0,50.0,85.0,215.0
2456097,Participation rate,70.0,42.3,20.0,88.9,86.5,91.1,88.6,52.8,6.4
2456097,Employment rate,60.9,34.6,20.0,63.0,80.9,76.4,77.3,47.2,6.4
2456097,Unemployment rate,13.0,18.2,0.0,29.2,6.5,15.2,14.1,10.5,0.0
2456105,Total - Labour force activity,1000.0,170.0,110.0,60.0,220.0,235.0,160.0,120.0,100.0
2456105,  Total labour force,590.0,60.0,30.0,35.0,180.0,180.0,110.0,50.0,10.0
2456105,    Employed,540.0,50.0,25.0,25.0,160.0,175.0,100.0,45.0,0.0
2456105,    Unemployed,45.0,10.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0
2456105,  Not in the labour force,410.0,110.0,75.0,30.0,45.0,55.0,50.0,65.0,85.0
2456105,Participation rate,59.0,35.3,27.3,58.3,81.8,76.6,68.8,41.7,10.0
2456105,Employment rate,54.0,29.4,22.7,41.7,72.7,74.5,62.5,37.5,0.0
2456105,Unemployment rate,7.6,16.7,0.0,0.0,11.1,0.0,9.1,0.0,0.0
2457,Total - Labour force activity,88145.0,15115.0,8935.0,6180.0,16140.0,20870.0,17860.0,9520.0,8650.0
2457,  Total labour force,61150.0,8375.0,3380.0,4990.0,14080.0,18225.0,14970.0,4830.0,665.0
2457,    Employed,56920.0,7225.0,2780.0,4445.0,13185.0,17240.0,14145.0,4515.0,615.0
2457,    Unemployed,4230.0,1150.0,600.0,550.0,900.0,980.0,825.0,320.0,50.0
2457,  Not in the labour force,26995.0,6740.0,5555.0,1185.0,2055.0,2645.0,2890.0,4685.0,7980.0
2457,Participation rate,69.4,55.4,37.8,80.7,87.2,87.3,83.8,50.7,7.7
2457,Employment rate,64.6,47.8,31.1,71.9,81.7,82.6,79.2,47.4,7.1
2457,Unemployment rate,6.9,13.7,17.8,11.0,6.4,5.4,5.5,6.6,7.5
2457005,Total - Labour force activity,14535.0,2125.0,1210.0,915.0,3865.0,3620.0,2225.0,1270.0,1420.0
2457005,  Total labour force,10125.0,1215.0,490.0,725.0,3370.0,3120.0,1795.0,550.0,80.0
2457005,    Employed,9335.0,1030.0,375.0,655.0,3170.0,2895.0,1685.0,485.0,70.0
2457005,    Unemployed,790.0,180.0,115.0,70.0,200.0,225.0,105.0,65.0,10.0
2457005,  Not in the labour force,4410.0,915.0,725.0,190.0,495.0,500.0,435.0,720.0,1345.0
2457005,Participation rate,69.7,57.2,40.5,79.2,87.2,86.2,80.7,43.3,5.6
2457005,Employment rate,64.2,48.5,31.0,71.6,82.0,80.0,75.7,38.2,4.9
2457005,Unemployment rate,7.8,14.8,23.5,9.7,5.9,7.2,5.8,11.8,12.5
2457010,Total - Labour force activity,4340.0,690.0,425.0,265.0,800.0,1095.0,890.0,445.0,415.0
2457010,  Total labour force,3000.0,380.0,170.0,215.0,685.0,935.0,730.0,230.0,35.0
2457010,    Employed,2825.0,350.0,155.0,190.0,640.0,905.0,675.0,220.0,35.0
2457010,    Unemployed,170.0,35.0,15.0,20.0,40.0,25.0,60.0,10.0,0.0
2457010,  Not in the labour force,1335.0,305.0,255.0,50.0,115.0,160.0,160.0,215.0,380.0
2457010,Participation rate,69.1,55.1,40.0,81.1,85.6,85.4,82.0,51.7,8.4
2457010,Employment rate,65.1,50.7,36.5,71.7,80.0,82.6,75.8,49.4,8.4
